x,y,foregroundColor,backgroundColor,character
96,20,#80AD68,reset,█
97,20,#80B920,reset,█
98,20,#80C4D8,reset,█
99,20,#80D090,reset,█
100,20,#80DC48,reset,█
101,20,#80E800,reset,█
102,20,#80F3B8,reset,█
103,20,#80FF70,reset,█
104,20,#810B28,reset,█
105,20,#8116E0,reset,█
106,20,#812298,reset,█
107,20,#812E50,reset,█
108,20,#813A08,reset,█
109,20,#8145C0,reset,█
110,20,#815178,reset,█
111,20,#815D30,reset,█
112,20,#8168E8,reset,█
113,20,#8174A0,reset,█
114,20,#818058,reset,█
115,20,#818C10,reset,█
116,20,#8197C8,reset,█
117,20,#81A380,reset,█
118,20,#81AF38,reset,█
119,20,#81BAF0,reset,█
120,20,#81C6A8,reset,█
121,20,#81D260,reset,█
122,20,#81DE18,reset,█
123,20,#81E9D0,reset,█
124,20,#81F588,reset,█
125,20,#820140,reset,█
126,20,#820CF8,reset,█
127,20,#8218B0,reset,█
128,20,#822468,reset,█
129,20,#823020,reset,█
130,20,#823BD8,reset,█
131,20,#824790,reset,█
132,20,#825348,reset,█
133,20,#825F00,reset,█
134,20,#826AB8,reset,█
135,20,#827670,reset,█
136,20,#828228,reset,█
137,20,#828DE0,reset,█
138,20,#829998,reset,█
139,20,#82A550,reset,█
140,20,#82B108,reset,█
141,20,#82BCC0,reset,█
142,20,#82C878,reset,█
143,20,#82D430,reset,█
144,20,#82DFE8,reset,█
145,20,#82EBA0,reset,█
146,20,#82F758,reset,█
147,20,#830310,reset,█
148,20,#830EC8,reset,█
149,20,#831A80,reset,█
150,20,#832638,reset,█
151,20,#8331F0,reset,█
152,20,#833DA8,reset,█
153,20,#834960,reset,█
154,20,#835518,reset,█
155,20,#8360D0,reset,█
156,20,#836C88,reset,█
157,20,#837840,reset,█
158,20,#8383F8,reset,█
159,20,#838FB0,reset,█
160,20,#839B68,reset,█
161,20,#83A720,reset,█
162,20,#83B2D8,reset,█
163,20,#83BE90,reset,█
164,20,#83CA48,reset,█
165,20,#83D600,reset,█
166,20,#83E1B8,reset,█
167,20,#83ED70,reset,█
168,20,#83F928,reset,█
169,20,#8404E0,reset,█
170,20,#841098,reset,█
171,20,#841C50,reset,█
172,20,#842808,reset,█
173,20,#8433C0,reset,█
174,20,#843F78,reset,█
175,20,#844B30,reset,█
176,20,#8456E8,reset,█
177,20,#8462A0,reset,█
178,20,#846E58,reset,█
179,20,#847A10,reset,█
180,20,#8485C8,reset,█
0,21,#849180,reset,█
1,21,#849D38,reset,█
2,21,#84A8F0,reset,█
3,21,#84B4A8,reset,█
4,21,#84C060,reset,█
5,21,#84CC18,reset,█
6,21,#84D7D0,reset,█
7,21,#84E388,reset,█
8,21,#84EF40,reset,█
9,21,#84FAF8,reset,█
10,21,#8506B0,reset,█
11,21,#851268,reset,█
12,21,#851E20,reset,█
13,21,#8529D8,reset,█
14,21,#853590,reset,█
15,21,#854148,reset,█
16,21,#854D00,reset,█
17,21,#8558B8,reset,█
18,21,#856470,reset,█
19,21,#857028,reset,█
20,21,#857BE0,reset,█
21,21,#858798,reset,█
22,21,#859350,reset,█
23,21,#859F08,reset,█
24,21,#85AAC0,reset,█
25,21,#85B678,reset,█
26,21,#85C230,reset,█
27,21,#85CDE8,reset,█
28,21,#85D9A0,reset,█
29,21,#85E558,reset,█
30,21,#85F110,reset,█
31,21,#85FCC8,reset,█
32,21,#860880,reset,█
33,21,#861438,reset,█
34,21,#861FF0,reset,█
35,21,#862BA8,reset,█
36,21,#863760,reset,█
37,21,#864318,reset,█
38,21,#864ED0,reset,█
39,21,#865A88,reset,█
40,21,#866640,reset,█
41,21,#8671F8,reset,█
42,21,#867DB0,reset,█
43,21,#868968,reset,█
44,21,#869520,reset,█
45,21,#86A0D8,reset,█
46,21,#86AC90,reset,█
47,21,#86B848,reset,█
48,21,#86C400,reset,█
49,21,#86CFB8,reset,█
50,21,#86DB70,reset,█
51,21,#86E728,reset,█
52,21,#86F2E0,reset,█
53,21,#86FE98,reset,█
54,21,#870A50,reset,█
55,21,#871608,reset,█
56,21,#8721C0,reset,█
57,21,#872D78,reset,█
58,21,#873930,reset,█
59,21,#8744E8,reset,█
60,21,#8750A0,reset,█
61,21,#875C58,reset,█
62,21,#876810,reset,█
63,21,#8773C8,reset,█
64,21,#877F80,reset,█
65,21,#878B38,reset,█
66,21,#8796F0,reset,█
67,21,#87A2A8,reset,█
68,21,#87AE60,reset,█
69,21,#87BA18,reset,█
70,21,#87C5D0,reset,█
71,21,#87D188,reset,█
72,21,#87DD40,reset,█
73,21,#87E8F8,reset,█
74,21,#87F4B0,reset,█
75,21,#880068,reset,█
76,21,#880C20,reset,█
77,21,#8817D8,reset,█
78,21,#882390,reset,█
79,21,#882F48,reset,█
80,21,#883B00,reset,█
81,21,#8846B8,reset,█
82,21,#885270,reset,█
83,21,#885E28,reset,█
84,21,#8869E0,reset,█
85,21,#887598,reset,█
86,21,#888150,reset,█
87,21,#888D08,reset,█
88,21,#8898C0,reset,█
89,21,#88A478,reset,█
90,21,#88B030,reset,█
91,21,#88BBE8,reset,█
92,21,#88C7A0,reset,█
93,21,#88D358,reset,█
94,21,#88DF10,reset,█
95,21,#88EAC8,reset,█
96,21,#88F680,reset,█
97,21,#890238,reset,█
98,21,#890DF0,reset,█
99,21,#8919A8,reset,█
100,21,#892560,reset,█
101,21,#893118,reset,█
102,21,#893CD0,reset,█
103,21,#894888,reset,█
104,21,#895440,reset,█
105,21,#895FF8,reset,█
106,21,#896BB0,reset,█
107,21,#897768,reset,█
108,21,#898320,reset,█
109,21,#898ED8,reset,█
110,21,#899A90,reset,█
111,21,#89A648,reset,█
112,21,#89B200,reset,█
113,21,#89BDB8,reset,█
114,21,#89C970,reset,█
115,21,#89D528,reset,█
116,21,#89E0E0,reset,█
117,21,#89EC98,reset,█
118,21,#89F850,reset,█
119,21,#8A0408,reset,█
120,21,#8A0FC0,reset,█
121,21,#8A1B78,reset,█
122,21,#8A2730,reset,█
123,21,#8A32E8,reset,█
124,21,#8A3EA0,reset,█
125,21,#8A4A58,reset,█
126,21,#8A5610,reset,█
127,21,#8A61C8,reset,█
128,21,#8A6D80,reset,█
129,21,#8A7938,reset,█
130,21,#8A84F0,reset,█
131,21,#8A90A8,reset,█
132,21,#8A9C60,reset,█
133,21,#8AA818,reset,█
134,21,#8AB3D0,reset,█
135,21,#8ABF88,reset,█
136,21,#8ACB40,reset,█
137,21,#8AD6F8,reset,█
138,21,#8AE2B0,reset,█
139,21,#8AEE68,reset,█
140,21,#8AFA20,reset,█
141,21,#8B05D8,reset,█
142,21,#8B1190,reset,█
143,21,#8B1D48,reset,█
144,21,#8B2900,reset,█
145,21,#8B34B8,reset,█
146,21,#8B4070,reset,█
147,21,#8B4C28,reset,█
148,21,#8B57E0,reset,█
149,21,#8B6398,reset,█
150,21,#8B6F50,reset,█
151,21,#8B7B08,reset,█
152,21,#8B86C0,reset,█
153,21,#8B9278,reset,█
154,21,#8B9E30,reset,█
155,21,#8BA9E8,reset,█
156,21,#8BB5A0,reset,█
157,21,#8BC158,reset,█
158,21,#8BCD10,reset,█
159,21,#8BD8C8,reset,█
160,21,#8BE480,reset,█
161,21,#8BF038,reset,█
162,21,#8BFBF0,reset,█
163,21,#8C07A8,reset,█
164,21,#8C1360,reset,█
165,21,#8C1F18,reset,█
166,21,#8C2AD0,reset,█
167,21,#8C3688,reset,█
168,21,#8C4240,reset,█
169,21,#8C4DF8,reset,█
170,21,#8C59B0,reset,█
171,21,#8C6568,reset,█
172,21,#8C7120,reset,█
173,21,#8C7CD8,reset,█
174,21,#8C8890,reset,█
175,21,#8C9448,reset,█
176,21,#8CA000,reset,█
177,21,#8CABB8,reset,█
178,21,#8CB770,reset,█
179,21,#8CC328,reset,█
180,21,#8CCEE0,reset,█
0,22,#8CDA98,reset,█
1,22,#8CE650,reset,█
2,22,#8CF208,reset,█
3,22,#8CFDC0,reset,█
4,22,#8D0978,reset,█
5,22,#8D1530,reset,█
6,22,#8D20E8,reset,█
7,22,#8D2CA0,reset,█
8,22,#8D3858,reset,█
9,22,#8D4410,reset,█
10,22,#8D4FC8,reset,█
11,22,#8D5B80,reset,█
12,22,#8D6738,reset,█
13,22,#8D72F0,reset,█
14,22,#8D7EA8,reset,█
15,22,#8D8A60,reset,█
16,22,#8D9618,reset,█
17,22,#8DA1D0,reset,█
18,22,#8DAD88,reset,█
19,22,#8DB940,reset,█
20,22,#8DC4F8,reset,█
21,22,#8DD0B0,reset,█
22,22,#8DDC68,reset,█
23,22,#8DE820,reset,█
24,22,#8DF3D8,reset,█
25,22,#8DFF90,reset,█
26,22,#8E0B48,reset,█
27,22,#8E1700,reset,█
28,22,#8E22B8,reset,█
29,22,#8E2E70,reset,█
30,22,#8E3A28,reset,█
31,22,#8E45E0,reset,█
32,22,#8E5198,reset,█
33,22,#8E5D50,reset,█
34,22,#8E6908,reset,█
35,22,#8E74C0,reset,█
36,22,#8E8078,reset,█
37,22,#8E8C30,reset,█
38,22,#8E97E8,reset,█
39,22,#8EA3A0,reset,█
40,22,#8EAF58,reset,█
41,22,#8EBB10,reset,█
42,22,#8EC6C8,reset,█
43,22,#8ED280,reset,█
44,22,#8EDE38,reset,█
45,22,#8EE9F0,reset,█
46,22,#8EF5A8,reset,█
47,22,#8F0160,reset,█
48,22,#8F0D18,reset,█
49,22,#8F18D0,reset,█
50,22,#8F2488,reset,█
51,22,#8F3040,reset,█
52,22,#8F3BF8,reset,█
53,22,#8F47B0,reset,█
54,22,#8F5368,reset,█
55,22,#8F5F20,reset,█
56,22,#8F6AD8,reset,█
57,22,#8F7690,reset,█
58,22,#8F8248,reset,█
59,22,#8F8E00,reset,█
60,22,#8F99B8,reset,█
61,22,#8FA570,reset,█
62,22,#8FB128,reset,█
63,22,#8FBCE0,reset,█
64,22,#8FC898,reset,█
65,22,#8FD450,reset,█
66,22,#8FE008,reset,█
67,22,#8FEBC0,reset,█
68,22,#8FF778,reset,█
69,22,#900330,reset,█
70,22,#900EE8,reset,█
71,22,#901AA0,reset,█
72,22,#902658,reset,█
73,22,#903210,reset,█
74,22,#903DC8,reset,█
75,22,#904980,reset,█
76,22,#905538,reset,█
77,22,#9060F0,reset,█
78,22,#906CA8,reset,█
79,22,#907860,reset,█
80,22,#908418,reset,█
81,22,#908FD0,reset,█
82,22,#909B88,reset,█
83,22,#90A740,reset,█
84,22,#90B2F8,reset,█
85,22,#90BEB0,reset,█
86,22,#90CA68,reset,█
87,22,#90D620,reset,█
88,22,#90E1D8,reset,█
89,22,#90ED90,reset,█
90,22,#90F948,reset,█
91,22,#910500,reset,█
92,22,#9110B8,reset,█
93,22,#911C70,reset,█
94,22,#912828,reset,█
95,22,#9133E0,reset,█
96,22,#913F98,reset,█
97,22,#914B50,reset,█
98,22,#915708,reset,█
99,22,#9162C0,reset,█
100,22,#916E78,reset,█
101,22,#917A30,reset,█
102,22,#9185E8,reset,█
103,22,#9191A0,reset,█
104,22,#919D58,reset,█
105,22,#91A910,reset,█
106,22,#91B4C8,reset,█
107,22,#91C080,reset,█
108,22,#91CC38,reset,█
109,22,#91D7F0,reset,█
110,22,#91E3A8,reset,█
111,22,#91EF60,reset,█
112,22,#91FB18,reset,█
113,22,#9206D0,reset,█
114,22,#921288,reset,█
115,22,#921E40,reset,█
116,22,#9229F8,reset,█
117,22,#9235B0,reset,█
118,22,#924168,reset,█
119,22,#924D20,reset,█
120,22,#9258D8,reset,█
121,22,#926490,reset,█
122,22,#927048,reset,█
123,22,#927C00,reset,█
124,22,#9287B8,reset,█
125,22,#929370,reset,█
126,22,#929F28,reset,█
127,22,#92AAE0,reset,█
128,22,#92B698,reset,█
129,22,#92C250,reset,█
130,22,#92CE08,reset,█
131,22,#92D9C0,reset,█
132,22,#92E578,reset,█
133,22,#92F130,reset,█
134,22,#92FCE8,reset,█
135,22,#9308A0,reset,█
136,22,#931458,reset,█
137,22,#932010,reset,█
138,22,#932BC8,reset,█
139,22,#933780,reset,█
140,22,#934338,reset,█
141,22,#934EF0,reset,█
142,22,#935AA8,reset,█
143,22,#936660,reset,█
144,22,#937218,reset,█
145,22,#937DD0,reset,█
146,22,#938988,reset,█
147,22,#939540,reset,█
148,22,#93A0F8,reset,█
149,22,#93ACB0,reset,█
150,22,#93B868,reset,█
151,22,#93C420,reset,█
152,22,#93CFD8,reset,█
153,22,#93DB90,reset,█
154,22,#93E748,reset,█
155,22,#93F300,reset,█
156,22,#93FEB8,reset,█
157,22,#940A70,reset,█
158,22,#941628,reset,█
159,22,#9421E0,reset,█
160,22,#942D98,reset,█
161,22,#943950,reset,█
162,22,#944508,reset,█
163,22,#9450C0,reset,█
164,22,#945C78,reset,█
165,22,#946830,reset,█
166,22,#9473E8,reset,█
167,22,#947FA0,reset,█
168,22,#948B58,reset,█
169,22,#949710,reset,█
170,22,#94A2C8,reset,█
171,22,#94AE80,reset,█
172,22,#94BA38,reset,█
173,22,#94C5F0,reset,█
174,22,#94D1A8,reset,█
175,22,#94DD60,reset,█
176,22,#94E918,reset,█
177,22,#94F4D0,reset,█
178,22,#950088,reset,█
179,22,#950C40,reset,█
180,22,#9517F8,reset,█
0,23,#9523B0,reset,█
1,23,#952F68,reset,█
2,23,#953B20,reset,█
3,23,#9546D8,reset,█
4,23,#955290,reset,█
5,23,#955E48,reset,█
6,23,#956A00,reset,█
7,23,#9575B8,reset,█
8,23,#958170,reset,█
9,23,#958D28,reset,█
10,23,#9598E0,reset,█
11,23,#95A498,reset,█
12,23,#95B050,reset,█
13,23,#95BC08,reset,█
14,23,#95C7C0,reset,█
15,23,#95D378,reset,█
16,23,#95DF30,reset,█
17,23,#95EAE8,reset,█
18,23,#95F6A0,reset,█
19,23,#960258,reset,█
20,23,#960E10,reset,█
21,23,#9619C8,reset,█
22,23,#962580,reset,█
23,23,#963138,reset,█
24,23,#963CF0,reset,█
25,23,#9648A8,reset,█
26,23,#965460,reset,█
27,23,#966018,reset,█
28,23,#966BD0,reset,█
29,23,#967788,reset,█
30,23,#968340,reset,█
31,23,#968EF8,reset,█
32,23,#969AB0,reset,█
33,23,#96A668,reset,█
34,23,#96B220,reset,█
35,23,#96BDD8,reset,█
36,23,#96C990,reset,█
37,23,#96D548,reset,█
38,23,#96E100,reset,█
39,23,#96ECB8,reset,█
40,23,#96F870,reset,█
41,23,#970428,reset,█
42,23,#970FE0,reset,█
43,23,#971B98,reset,█
44,23,#972750,reset,█
45,23,#973308,reset,█
46,23,#973EC0,reset,█
47,23,#974A78,reset,█
48,23,#975630,reset,█
49,23,#9761E8,reset,█
50,23,#976DA0,reset,█
51,23,#977958,reset,█
52,23,#978510,reset,█
53,23,#9790C8,reset,█
54,23,#979C80,reset,█
55,23,#97A838,reset,█
56,23,#97B3F0,reset,█
57,23,#97BFA8,reset,█
58,23,#97CB60,reset,█
59,23,#97D718,reset,█
60,23,#97E2D0,reset,█
61,23,#97EE88,reset,█
62,23,#97FA40,reset,█
63,23,#9805F8,reset,█
64,23,#9811B0,reset,█
65,23,#981D68,reset,█
66,23,#982920,reset,█
67,23,#9834D8,reset,█
68,23,#984090,reset,█
69,23,#984C48,reset,█
70,23,#985800,reset,█
71,23,#9863B8,reset,█
72,23,#986F70,reset,█
73,23,#987B28,reset,█
74,23,#9886E0,reset,█
75,23,#989298,reset,█
76,23,#989E50,reset,█
77,23,#98AA08,reset,█
78,23,#98B5C0,reset,█
79,23,#98C178,reset,█
80,23,#98CD30,reset,█
81,23,#98D8E8,reset,█
82,23,#98E4A0,reset,█
83,23,#98F058,reset,█
84,23,#98FC10,reset,█
85,23,#9907C8,reset,█
86,23,#991380,reset,█
87,23,#991F38,reset,█
88,23,#992AF0,reset,█
89,23,#9936A8,reset,█
90,23,#994260,reset,█
91,23,#994E18,reset,█
92,23,#9959D0,reset,█
93,23,#996588,reset,█
94,23,#997140,reset,█
95,23,#997CF8,reset,█
96,23,#9988B0,reset,█
97,23,#999468,reset,█
98,23,#99A020,reset,█
99,23,#99ABD8,reset,█
100,23,#99B790,reset,█
101,23,#99C348,reset,█
102,23,#99CF00,reset,█
103,23,#99DAB8,reset,█
104,23,#99E670,reset,█
105,23,#99F228,reset,█
106,23,#99FDE0,reset,█
107,23,#9A0998,reset,█
108,23,#9A1550,reset,█
109,23,#9A2108,reset,█
110,23,#9A2CC0,reset,█
111,23,#9A3878,reset,█
112,23,#9A4430,reset,█
113,23,#9A4FE8,reset,█
114,23,#9A5BA0,reset,█
115,23,#9A6758,reset,█
116,23,#9A7310,reset,█
117,23,#9A7EC8,reset,█
118,23,#9A8A80,reset,█
119,23,#9A9638,reset,█
120,23,#9AA1F0,reset,█
121,23,#9AADA8,reset,█
122,23,#9AB960,reset,█
123,23,#9AC518,reset,█
124,23,#9AD0D0,reset,█
125,23,#9ADC88,reset,█
126,23,#9AE840,reset,█
127,23,#9AF3F8,reset,█
128,23,#9AFFB0,reset,█
129,23,#9B0B68,reset,█
130,23,#9B1720,reset,█
131,23,#9B22D8,reset,█
132,23,#9B2E90,reset,█
133,23,#9B3A48,reset,█
134,23,#9B4600,reset,█
135,23,#9B51B8,reset,█
136,23,#9B5D70,reset,█
137,23,#9B6928,reset,█
138,23,#9B74E0,reset,█
139,23,#9B8098,reset,█
140,23,#9B8C50,reset,█
141,23,#9B9808,reset,█
142,23,#9BA3C0,reset,█
143,23,#9BAF78,reset,█
144,23,#9BBB30,reset,█
145,23,#9BC6E8,reset,█
146,23,#9BD2A0,reset,█
147,23,#9BDE58,reset,█
148,23,#9BEA10,reset,█
149,23,#9BF5C8,reset,█
150,23,#9C0180,reset,█
151,23,#9C0D38,reset,█
152,23,#9C18F0,reset,█
153,23,#9C24A8,reset,█
154,23,#9C3060,reset,█
155,23,#9C3C18,reset,█
156,23,#9C47D0,reset,█
157,23,#9C5388,reset,█
158,23,#9C5F40,reset,█
159,23,#9C6AF8,reset,█
160,23,#9C76B0,reset,█
161,23,#9C8268,reset,█
162,23,#9C8E20,reset,█
163,23,#9C99D8,reset,█
164,23,#9CA590,reset,█
165,23,#9CB148,reset,█
166,23,#9CBD00,reset,█
167,23,#9CC8B8,reset,█
168,23,#9CD470,reset,█
169,23,#9CE028,reset,█
170,23,#9CEBE0,reset,█
171,23,#9CF798,reset,█
172,23,#9D0350,reset,█
173,23,#9D0F08,reset,█
174,23,#9D1AC0,reset,█
175,23,#9D2678,reset,█
176,23,#9D3230,reset,█
177,23,#9D3DE8,reset,█
178,23,#9D49A0,reset,█
179,23,#9D5558,reset,█
180,23,#9D6110,reset,█
0,24,#9D6CC8,reset,█
1,24,#9D7880,reset,█
2,24,#9D8438,reset,█
3,24,#9D8FF0,reset,█
4,24,#9D9BA8,reset,█
5,24,#9DA760,reset,█
6,24,#9DB318,reset,█
7,24,#9DBED0,reset,█
8,24,#9DCA88,reset,█
9,24,#9DD640,reset,█
10,24,#9DE1F8,reset,█
11,24,#9DEDB0,reset,█
12,24,#9DF968,reset,█
13,24,#9E0520,reset,█
14,24,#9E10D8,reset,█
15,24,#9E1C90,reset,█
16,24,#9E2848,reset,█
17,24,#9E3400,reset,█
18,24,#9E3FB8,reset,█
19,24,#9E4B70,reset,█
20,24,#9E5728,reset,█
21,24,#9E62E0,reset,█
22,24,#9E6E98,reset,█
23,24,#9E7A50,reset,█
24,24,#9E8608,reset,█
25,24,#9E91C0,reset,█
26,24,#9E9D78,reset,█
27,24,#9EA930,reset,█
28,24,#9EB4E8,reset,█
29,24,#9EC0A0,reset,█
30,24,#9ECC58,reset,█
31,24,#9ED810,reset,█
32,24,#9EE3C8,reset,█
33,24,#9EEF80,reset,█
34,24,#9EFB38,reset,█
35,24,#9F06F0,reset,█
36,24,#9F12A8,reset,█
37,24,#9F1E60,reset,█
38,24,#9F2A18,reset,█
39,24,#9F35D0,reset,█
40,24,#9F4188,reset,█
41,24,#9F4D40,reset,█
42,24,#9F58F8,reset,█
43,24,#9F64B0,reset,█
44,24,#9F7068,reset,█
45,24,#9F7C20,reset,█
46,24,#9F87D8,reset,█
47,24,#9F9390,reset,█
48,24,#9F9F48,reset,█
49,24,#9FAB00,reset,█
50,24,#9FB6B8,reset,█
51,24,#9FC270,reset,█
52,24,#9FCE28,reset,█
53,24,#9FD9E0,reset,█
54,24,#9FE598,reset,█
55,24,#9FF150,reset,█
56,24,#9FFD08,reset,█
57,24,#A008C0,reset,█
58,24,#A01478,reset,█
59,24,#A02030,reset,█
60,24,#A02BE8,reset,█
61,24,#A037A0,reset,█
62,24,#A04358,reset,█
63,24,#A04F10,reset,█
64,24,#A05AC8,reset,█
65,24,#A06680,reset,█
66,24,#A07238,reset,█
67,24,#A07DF0,reset,█
68,24,#A089A8,reset,█
69,24,#A09560,reset,█
70,24,#A0A118,reset,█
71,24,#A0ACD0,reset,█
72,24,#A0B888,reset,█
73,24,#A0C440,reset,█
74,24,#A0CFF8,reset,█
75,24,#A0DBB0,reset,█
76,24,#A0E768,reset,█
77,24,#A0F320,reset,█
78,24,#A0FED8,reset,█
79,24,#A10A90,reset,█
80,24,#A11648,reset,█
81,24,#A12200,reset,█
82,24,#A12DB8,reset,█
83,24,#A13970,reset,█
84,24,#A14528,reset,█
85,24,#A150E0,reset,█
86,24,#A15C98,reset,█
87,24,#A16850,reset,█
88,24,#A17408,reset,█
89,24,#A17FC0,reset,█
90,24,#A18B78,reset,█
91,24,#A19730,reset,█
92,24,#A1A2E8,reset,█
93,24,#A1AEA0,reset,█
94,24,#A1BA58,reset,█
95,24,#A1C610,reset,█
96,24,#A1D1C8,reset,█
97,24,#A1DD80,reset,█
98,24,#A1E938,reset,█
99,24,#A1F4F0,reset,█
100,24,#A200A8,reset,█
101,24,#A20C60,reset,█
102,24,#A21818,reset,█
103,24,#A223D0,reset,█
104,24,#A22F88,reset,█
105,24,#A23B40,reset,█
106,24,#A246F8,reset,█
107,24,#A252B0,reset,█
108,24,#A25E68,reset,█
109,24,#A26A20,reset,█
110,24,#A275D8,reset,█
111,24,#A28190,reset,█
112,24,#A28D48,reset,█
113,24,#A29900,reset,█
114,24,#A2A4B8,reset,█
115,24,#A2B070,reset,█
116,24,#A2BC28,reset,█
117,24,#A2C7E0,reset,█
118,24,#A2D398,reset,█
119,24,#A2DF50,reset,█
120,24,#A2EB08,reset,█
121,24,#A2F6C0,reset,█
122,24,#A30278,reset,█
123,24,#A30E30,reset,█
124,24,#A319E8,reset,█
125,24,#A325A0,reset,█
126,24,#A33158,reset,█
127,24,#A33D10,reset,█
128,24,#A348C8,reset,█
129,24,#A35480,reset,█
130,24,#A36038,reset,█
131,24,#A36BF0,reset,█
132,24,#A377A8,reset,█
133,24,#A38360,reset,█
134,24,#A38F18,reset,█
135,24,#A39AD0,reset,█
136,24,#A3A688,reset,█
137,24,#A3B240,reset,█
138,24,#A3BDF8,reset,█
139,24,#A3C9B0,reset,█
140,24,#A3D568,reset,█
141,24,#A3E120,reset,█
142,24,#A3ECD8,reset,█
143,24,#A3F890,reset,█
144,24,#A40448,reset,█
145,24,#A41000,reset,█
146,24,#A41BB8,reset,█
147,24,#A42770,reset,█
148,24,#A43328,reset,█
149,24,#A43EE0,reset,█
150,24,#A44A98,reset,█
151,24,#A45650,reset,█
152,24,#A46208,reset,█
153,24,#A46DC0,reset,█
154,24,#A47978,reset,█
155,24,#A48530,reset,█
156,24,#A490E8,reset,█
157,24,#A49CA0,reset,█
158,24,#A4A858,reset,█
159,24,#A4B410,reset,█
160,24,#A4BFC8,reset,█
161,24,#A4CB80,reset,█
162,24,#A4D738,reset,█
163,24,#A4E2F0,reset,█
164,24,#A4EEA8,reset,█
165,24,#A4FA60,reset,█
166,24,#A50618,reset,█
167,24,#A511D0,reset,█
168,24,#A51D88,reset,█
169,24,#A52940,reset,█
170,24,#A534F8,reset,█
171,24,#A540B0,reset,█
172,24,#A54C68,reset,█
173,24,#A55820,reset,█
174,24,#A563D8,reset,█
175,24,#A56F90,reset,█
176,24,#A57B48,reset,█
177,24,#A58700,reset,█
178,24,#A592B8,reset,█
179,24,#A59E70,reset,█
180,24,#A5AA28,reset,█
0,25,#A5B5E0,reset,█
1,25,#A5C198,reset,█
2,25,#A5CD50,reset,█
3,25,#A5D908,reset,█
4,25,#A5E4C0,reset,█
5,25,#A5F078,reset,█
6,25,#A5FC30,reset,█
7,25,#A607E8,reset,█
8,25,#A613A0,reset,█
9,25,#A61F58,reset,█
10,25,#A62B10,reset,█
11,25,#A636C8,reset,█
12,25,#A64280,reset,█
13,25,#A64E38,reset,█
14,25,#A659F0,reset,█
15,25,#A665A8,reset,█
16,25,#A67160,reset,█
17,25,#A67D18,reset,█
18,25,#A688D0,reset,█
19,25,#A69488,reset,█
20,25,#A6A040,reset,█
21,25,#A6ABF8,reset,█
22,25,#A6B7B0,reset,█
23,25,#A6C368,reset,█
24,25,#A6CF20,reset,█
25,25,#A6DAD8,reset,█
26,25,#A6E690,reset,█
27,25,#A6F248,reset,█
28,25,#A6FE00,reset,█
29,25,#A709B8,reset,█
30,25,#A71570,reset,█
31,25,#A72128,reset,█
32,25,#A72CE0,reset,█
33,25,#A73898,reset,█
34,25,#A74450,reset,█
35,25,#A75008,reset,█
36,25,#A75BC0,reset,█
37,25,#A76778,reset,█
38,25,#A77330,reset,█
39,25,#A77EE8,reset,█
40,25,#A78AA0,reset,█
41,25,#A79658,reset,█
42,25,#A7A210,reset,█
43,25,#A7ADC8,reset,█
44,25,#A7B980,reset,█
45,25,#A7C538,reset,█
46,25,#A7D0F0,reset,█
47,25,#A7DCA8,reset,█
48,25,#A7E860,reset,█
49,25,#A7F418,reset,█
50,25,#A7FFD0,reset,█
51,25,#A80B88,reset,█
52,25,#A81740,reset,█
53,25,#A822F8,reset,█
54,25,#A82EB0,reset,█
55,25,#A83A68,reset,█
56,25,#A84620,reset,█
57,25,#A851D8,reset,█
58,25,#A85D90,reset,█
59,25,#A86948,reset,█
60,25,#A87500,reset,█
61,25,#A880B8,reset,█
62,25,#A88C70,reset,█
63,25,#A89828,reset,█
64,25,#A8A3E0,reset,█
65,25,#A8AF98,reset,█
66,25,#A8BB50,reset,█
67,25,#A8C708,reset,█
68,25,#A8D2C0,reset,█
69,25,#A8DE78,reset,█
70,25,#A8EA30,reset,█
71,25,#A8F5E8,reset,█
72,25,#A901A0,reset,█
73,25,#A90D58,reset,█
74,25,#A91910,reset,█
75,25,#A924C8,reset,█
76,25,#A93080,reset,█
77,25,#A93C38,reset,█
78,25,#A947F0,reset,█
79,25,#A953A8,reset,█
80,25,#A95F60,reset,█
81,25,#A96B18,reset,█
82,25,#A976D0,reset,█
83,25,#A98288,reset,█
84,25,#A98E40,reset,█
85,25,#A999F8,reset,█
86,25,#A9A5B0,reset,█
87,25,#A9B168,reset,█
88,25,#A9BD20,reset,█
89,25,#A9C8D8,reset,█
90,25,#A9D490,reset,█
91,25,#A9E048,reset,█
92,25,#A9EC00,reset,█
93,25,#A9F7B8,reset,█
94,25,#AA0370,reset,█
95,25,#AA0F28,reset,█
96,25,#AA1AE0,reset,█
97,25,#AA2698,reset,█
98,25,#AA3250,reset,█
99,25,#AA3E08,reset,█
100,25,#AA49C0,reset,█
101,25,#AA5578,reset,█
102,25,#AA6130,reset,█
103,25,#AA6CE8,reset,█
104,25,#AA78A0,reset,█
105,25,#AA8458,reset,█
106,25,#AA9010,reset,█
107,25,#AA9BC8,reset,█
108,25,#AAA780,reset,█
109,25,#AAB338,reset,█
110,25,#AABEF0,reset,█
111,25,#AACAA8,reset,█
112,25,#AAD660,reset,█
113,25,#AAE218,reset,█
114,25,#AAEDD0,reset,█
115,25,#AAF988,reset,█
116,25,#AB0540,reset,█
117,25,#AB10F8,reset,█
118,25,#AB1CB0,reset,█
119,25,#AB2868,reset,█
120,25,#AB3420,reset,█
